timestamps,AMK_Torque_FL,AMK_Torque_FR,AMK_Torque_RL,AMK_Torque_RR,DCM_APPS_Throttle,DCM_Brake_Recu,Groundspeed_Vel,Gyro_Mov_Acc_Y,Gyro_Mov_Acc_X,HV_CurrentSensor_W
14.803,87,53.4,159.2,65.3,36.9,0.1,0,-4.3,-4.3,36525
14.8196,79.7,50.9,141.4,58.6,34.5,0.5,60,1.1,1.1,35857
14.8363,75.7,46.4,89,77.2,32.8,0.5,60,1.7,1.7,34437
14.853,75.5,43.8,92.5,77.9,30.8,1.7,60,2.2,2.2,31684
14.8696,71.8,39,131.3,21.1,29.5,3.7,0,-2.9,-2.9,28953
14.8863,69,37.1,105.7,37.4,28.8,4.5,60,-2.7,-2.7,26975
14.903,69.6,36.4,68.6,34.3,28.1,4.8,60,-2.5,-2.5,26293
14.9196,67.8,33.3,87.3,22.6,27.5,5.3,60,-1.9,-1.9,24925
14.9363,68.4,32.8,81.4,28.4,27,5.1,0,-1.9,-1.9,23556
14.953,66.9,31.2,80.4,22.6,28.1,4.5,0,-2.5,-2.5,22716
14.9697,66.3,34,101,24.7,29.5,4.3,0,-2.9,-2.9,22539
14.9863,71.1,36.6,101.1,59.7,30.5,3.1,0,-3.3,-3.3,23745
15.003,72,38,111.9,44.3,30.7,3.1,0,-3.3,-3.3,25493
15.0197,72.7,39.1,114.8,34.2,30.5,2.8,59,-3.5,-3.5,27238
15.0363,70.1,38.5,112.5,60.3,31.4,2,59,-3.3,-3.3,27594
15.053,74.4,40.4,134.9,45.5,33.9,1.4,59,-3.6,-3.6,27582
15.0697,76.8,42.3,94.4,42.4,39.2,1,61,-4.2,-4.2,28389
15.0863,88.6,49.9,105.8,49.6,45.9,0.6,60,-4.9,-4.9,29204
15.103,102.9,59,190.9,44.1,50.9,0.1,60,-5.7,-5.7,33366
15.1197,115.4,66.6,144.3,111.2,52,0,59,-5.9,-5.9,36714
15.1364,120.6,68.7,170.5,87.4,52.5,0,61,-6.5,-6.5,40559
15.153,117.9,70,152.6,72.9,52.3,0.1,61,-6.5,-6.5,41056
15.1697,117.8,75.2,181,99,52,0,61,-7,-7,43762
15.1864,111.3,74,212.9,134.8,52.4,0,61,-7.5,-7.5,47564
15.203,112.4,79.4,223.8,143.7,52.5,0,61,-8.3,-8.3,51366
15.2197,111.7,75.9,187.4,141.9,52,0,0,-7.8,-7.8,54005
15.2364,114.4,78.8,178.5,143.7,48.9,0,0,-7.2,-7.2,55050
15.253,102.8,69.9,201.4,83.3,40.8,0.3,0,-5.9,-5.9,56765
15.2697,84.9,52.6,134.8,103.2,32.3,1.2,0,-4.5,-4.5,50268
15.2864,63.8,47.5,119.8,75.8,27.3,2,62,-3.9,-3.9,43772
15.3031,58.2,38.4,112,70.5,24.5,2.5,62,-2.9,-2.9,33065
15.3197,54.9,38.4,80,35.2,24.4,3.6,62,-2.3,-2.3,29524
15.3364,55.7,35.4,110.4,70.1,20.7,4.1,0,-1.2,-1.2,25215
15.3531,45.4,27.4,79.3,48.5,17.1,5.5,62,-1.2,-1.2,24446
15.3697,37.6,23.6,66.6,5.2,16.5,6.8,62,-1.2,-1.2,21027
15.3864,36.9,22.4,71.3,22.2,16.7,6.8,62,-1.2,-1.2,18376
15.4031,38.4,22.3,41.8,34.8,17.7,6.2,0,-0.7,-0.7,16137
15.4197,40.9,22.7,81.6,40.6,19.1,6.2,0,-1.1,-1.1,17201
15.4364,44.5,24.3,77.9,23.4,21.1,5.8,0,-1.2,-1.2,18265
15.4531,48.8,25.6,91,25.3,22.9,4.6,0,-1.5,-1.5,19674
15.4698,53.7,28.2,67.2,32.8,23.5,3.3,62,-1.5,-1.5,20429
15.4864,58,27.9,109.6,40.5,23.5,2.9,62,-1.6,-1.6,21943
15.5031,57.6,28.4,106.2,26.6,23.5,2.9,62,-1.9,-1.9,22701
15.5198,56.5,28.7,102.6,28.2,23.5,1.9,62,-2,-2,23471
15.5364,55,28.6,104.6,28.7,23.5,1,61,-1.4,-1.4,23923
15.5531,58.4,29.1,104.8,56.7,24.1,0.4,0,-1.1,-1.1,24375
15.5698,55.8,29.4,106.6,21,27.6,0.7,0,-1.8,-1.8,25336
15.5864,65.9,31.9,118.9,52.2,32.6,0.3,0,-3.6,-3.6,25858
15.6031,75,37.4,139,34.4,40.1,0,62,-5.1,-5.1,29908
15.6198,92.1,48.5,171.9,55.7,48.8,0,62,-6.8,-6.8,33438
15.6365,113,60,209.5,114.9,55,0,62,-7.9,-7.9,39991
15.6531,122.8,71.7,224,60.1,56.5,0,0,-8.6,-8.6,45721
15.6698,126.8,80.2,222.9,85,56.5,0,64,-7.8,-7.8,51414
15.6865,123.3,81.8,218.2,162.6,55,0,64,-7,-7,55404
15.7031,117.7,78.4,224.3,152.1,53.1,0,64,-6.8,-6.8,56682
15.7198,113.1,76.4,168,115.6,52,0,65,-7.2,-7.2,57665
15.7365,107.5,79.2,203.5,165.5,51.5,0,65,-7.4,-7.4,57326
15.7531,110.4,78.8,197.9,119.9,48,0,65,-6.6,-6.6,57333
15.7698,99.2,68.9,183.7,143.4,44.9,0,65,-6.1,-6.1,57673
15.7865,101.6,62.8,185,112.9,43.3,0,65,-6.4,-6.4,56529
15.8032,91.9,60.6,174.9,112.1,44,0,66,-6.7,-6.7,54568
15.8198,97.9,64,170.9,119.4,45.1,0,66,-6.9,-6.9,52607
15.8365,99.9,63.7,185.5,75.2,46,0,66,-7.2,-7.2,52226
15.8532,100.8,63.5,191.1,136.9,46.2,0,67,-6.9,-6.9,52321
15.8698,102.8,65.3,190.6,68.8,46,0,67,-6.8,-6.8,52287
15.8865,97.4,67,181.2,138.5,45.5,0,67,-6.2,-6.2,52156
15.9032,96.9,66.9,181.3,111.7,45.7,0,67,-6.7,-6.7,52162
15.9198,97.3,68.5,178.6,106.4,46.7,0,67,-6.7,-6.7,53354
15.9365,97,71.7,182.4,131.6,49.3,0,67,-6.9,-6.9,54501
15.9532,102.3,78,190.7,142.4,50.5,0,68,-7,-7,57147
15.9699,105.1,78.1,195.6,139.8,50,0.1,68,-7,-7,58738
15.9865,106,75.2,195.3,120.8,50,1.3,69,-6.8,-6.8,59497
16.0032,105.7,75.3,196.2,98.3,48.7,2,70,-6.1,-6.1,58621
16.0199,105,72.2,192.1,110.3,45.8,2.1,70,-5.9,-5.9,57046
16.0365,96.9,65.9,182.2,92.9,43.2,2.3,70,-6.4,-6.4,56347
16.0532,93.7,61.9,175.9,109.4,42.5,2,70,-6.1,-6.1,54135
16.0699,93.9,61,173.6,113.5,40.9,1.7,70,-5.4,-5.4,52621
16.0865,88.9,57.7,165.2,103,38.5,1.4,70,-4.6,-4.6,51076
16.1032,83,52.6,155.8,100.3,37.5,1.3,70,-4.5,-4.5,49786
16.1199,81.7,54.2,154.6,101.8,37.5,1.5,70,-4.7,-4.7,48497
16.1366,81.6,55.5,151.7,96.4,38,1.3,70,-4.4,-4.4,47409
16.1532,83.7,56.2,155.1,102,40.1,1.2,71,-4.6,-4.6,47580
16.1699,87.8,56.8,165,56.1,42.6,0.3,72,-4.3,-4.3,47507
16.1866,91.4,60.2,171.5,86.1,44.8,0.4,71,-4.3,-4.3,49906
16.2032,98.9,64.7,185.8,119.6,45.7,0.1,71,-4.6,-4.6,52250
16.2199,100.4,64.9,188.4,50.5,46,0,71,-5.7,-5.7,55015
16.2366,100.8,66.2,189.7,115.1,46.5,0,72,-6.1,-6.1,55135
16.2532,102.3,68.7,186,102.5,46.2,0,72,-6.3,-6.3,56279
16.2699,99.3,70.1,181.7,136,46,0,73,-6.7,-6.7,57248
16.2866,95.9,71.2,177.2,130.6,45.7,0.1,73,-7.1,-7.1,58525
16.3033,91.7,71.9,177.8,112,46,0,73,-6.5,-6.5,58833
16.3199,95.7,73.7,175.4,144.2,45,0,74,-5.9,-5.9,58869
16.3366,92.3,71.8,170.4,116,45,0,74,-5.3,-5.3,56466
16.3533,91.2,71.8,173.6,42.1,45.2,0,74,-5.4,-5.4,54063
16.3699,89.7,73.8,169.3,95.9,45.5,0.4,74,-5.7,-5.7,53396
16.3866,94.5,75.4,174,136.5,46.8,0.9,75,-5.8,-5.8,54858
16.4033,93.5,72,174.3,80.2,47.4,0.9,75,-6.1,-6.1,56776
16.4199,95.8,76.5,177,135.7,48,1.1,75,-5.3,-5.3,57232
16.4366,96.9,78.4,179.9,144.5,48.5,1.7,75,-6.1,-6.1,58203
16.4533,98.9,76.5,182.4,51.2,52.2,2,76,-6.9,-6.9,59705
16.47,104,81.5,189.4,96.2,59.9,1.5,76,-8,-8,61168
16.4866,113.1,92,190.8,144.1,69.5,1.4,75,-7.7,-7.7,62071
16.5033,111.1,90.1,190.6,155,82.7,0.4,0,-6.8,-6.8,61989
16.52,116,91.7,176.3,84,100,0,0,-6.4,-6.4,64107
16.5366,129,108.1,166.6,158,100,0.6,0,-6.4,-6.4,66268
16.5533,126.1,106.7,165.1,163.7,100,1.2,76,-7.6,-7.6,69369
16.57,119.9,109.7,159.9,167.9,100,0,77,-8.1,-8.1,70307
16.5866,115.7,110,157.9,170,100,0,77,-9.2,-9.2,73367
16.6033,119.4,109.6,153.6,156,100,0,78,-9,-9,75730
16.62,114.6,105.8,154.8,170.7,100,0,78,-8.8,-8.8,78093
16.6367,117,109.7,153.9,153.1,100,0,78,-8.9,-8.9,78299
16.6533,113.1,110,157.6,169,100,0,79,-9.3,-9.3,78263
16.67,114.2,108.7,155.3,160.3,100,0,80,-10.5,-10.5,78174
16.6867,112.5,112.7,155.6,146.7,100,0,80,-10.6,-10.6,78121
16.7033,113.8,110.1,160.6,167.3,100,0,79,-10.2,-10.2,77284
16.72,116.4,109.2,163.1,148.9,100,0,79,-9.4,-9.4,76079
16.7367,115.7,120.6,163.6,174.6,100,0,82,-9.2,-9.2,74873
16.7533,115.5,113.8,167.9,151.8,100,1.5,82,-9.3,-9.3,74407
16.77,117.6,114.7,166.2,165,100,3.7,82,-9.2,-9.2,74362
16.7867,113.8,117.4,164.8,173.6,85,4.6,83,-8.4,-8.4,75067
16.8034,93,89.4,170.2,165.6,37,8.5,83,-1.7,-1.7,75816
16.82,52.1,53,120.7,116.9,0,10.6,83,1.2,1.2,76581
16.8367,-9.4,-11.5,-31.3,-37.5,0,20.8,84,5,5,76598
16.8534,1.2,1,5.3,4,0,31.4,83,2.7,2.7,51186
16.87,-12.8,-13.6,-7.5,-15.2,0,36.5,83,3.2,3.2,22180
16.8867,-30.9,-31.5,-18.6,-14.6,0,43.3,82,3.7,3.7,-6827
16.9034,-39.3,-37.6,-22.1,-22.1,0,48.8,82,4.4,4.4,-12827
16.92,-56.3,-53.9,-29.9,-28.3,0,49.7,82,5.3,5.3,-15248
16.9367,-57.6,-54.8,-31.3,-29.7,0,49.4,82,5.5,5.5,-18344
16.9534,-56.5,-55.5,-31.7,-29.6,0,47.9,0,5.5,5.5,-19019
16.9701,-53.5,-52.6,-29.9,-29.3,0,47,0,5.5,5.5,-19171
16.9867,-52.8,-49.4,-27.5,-28,0,43.3,80,5.3,5.3,-17247
17.0034,-41.7,-40.8,-24.1,-21.8,0,38.6,81,4.8,4.8,-15315
17.0201,-33.5,-31.3,-18.7,-18.3,0,33.9,80,4.6,4.6,-12235
17.0367,-25.4,-24.2,-14.7,-15.3,0,33.9,80,4.2,4.2,-10556
17.0534,-26.5,-25.8,-15.8,-14.7,0,34.8,79,4.4,4.4,-8830
17.0701,-27.4,-26.3,-16.1,-14.6,0,38.1,79,4.4,4.4,-8777
17.0867,-32.2,-31.4,-18.9,-18.7,0,42.9,78,4.6,4.6,-9697
17.1034,-41.7,-37.9,-21.3,-20.8,0,45.3,79,5,5,-10671
17.1201,-45.5,-45.7,-27.3,-23.5,0,47.8,79,5.3,5.3,-13077
17.1368,-54.5,-50.1,-29,-27.6,0,49,78,5.6,5.6,-15234
17.1534,-55,-51.1,-30.5,-28.3,0,50.2,77,5.6,5.6,-17392
17.1701,-60.8,-55.8,-32.5,-28.7,0,51.1,77,6.1,6.1,-18662
17.1868,-63,-59.5,-33.7,-31.7,0,51.3,77,6,6,-19208
17.2034,-63.8,-58.2,-34.2,-32.3,0,52.3,77,5.9,5.9,-19955
17.2201,-66.7,-60.7,-34.6,-31.6,0,52.5,77,6,6,-20157
17.2368,-67,-62.9,-35.3,-31.8,0,54.3,76,6.4,6.4,-20660
17.2535,-71.4,-66.3,-37.9,-35.1,0,56.2,75,6.5,6.5,-21656
17.2701,-75.2,-69.8,-40.1,-37.6,0,56.2,75,6.5,6.5,-22661
17.2868,-77.4,-73.7,-39.4,-37.2,0,54.4,74,6.5,6.5,-22956
17.3035,-68.4,-67.4,-37,-34.6,0,54.4,74,6.3,6.3,-22554
17.3201,-70.8,-68.5,-38.1,-36.1,0,54.2,73,6.1,6.1,-21993
17.3368,-69.8,-69.2,-36.2,-36.1,0,53.6,73,6,6,-21841
17.3535,-67.9,-66.5,-35.8,-35.9,0,53.4,73,6.2,6.2,-21360
17.3701,-66.8,-65.7,-34.9,-33.7,0,53.7,72,6.1,6.1,-21031
17.3868,-62.9,-70.4,-34.3,-37.1,0,55.9,72,6.3,6.3,-20871
17.4035,-68.6,-76.9,-35.7,-39.8,0,56.5,72,6.6,6.6,-21521
17.4201,-69.4,-80.2,-36.2,-41.2,0,57.5,71,7.2,7.2,-22170
17.4368,-71.8,-83.8,-36.9,-42.5,0,59.1,70,7.1,7.1,-23092
17.4535,-73.8,-89.7,-38.8,-45.4,0,58.8,69,6.9,6.9,-23533
17.4702,-72.8,-87.4,-36.8,-47.2,0,56.9,69,6.3,6.3,-23517
17.4868,-65.6,-81.2,-34.6,-42.2,0,52,69,5.9,5.9,-23060
17.5035,-51.3,-69.9,-26.7,-38.1,0,43.3,69,4.8,4.8,-20181
17.5202,-32,-44.7,-20.7,-23.5,0,31,69,3.4,3.4,-17760
17.5368,-16.4,-22.2,-8.4,-12.7,0,17.7,69,2.4,2.4,-11730
17.5535,-3.8,-7.6,-3.3,-3.9,1.2,9.5,69,2.1,2.1,-6576
17.5702,-0.6,-1.1,-0.7,-2.1,2.5,4.9,67,2.6,2.6,-1422
17.5868,-0.8,-0.4,-1.1,-1.4,2.5,1.5,68,2.8,2.8,370
17.6035,0,-0.5,0.9,-0.1,2.3,0.1,68,2.9,2.9,617
17.6202,0.3,0.2,0,-0.3,2,0,68,2.8,2.8,907
17.6369,0.2,0.3,0.2,0.3,2,0,67,2.7,2.7,949
17.6535,0.9,-1.1,0,1,2,0,67,2.1,2.1,1152
17.6702,4,3.4,7,4.7,2.7,0,68,2.1,2.1,1311
17.6869,7.8,2.6,9.9,7.4,5.6,0,68,1.7,1.7,2322
17.7035,10.5,6.5,19.6,13.9,7.7,0,67,1.7,1.7,4690
17.7202,15.5,10.2,30.5,18.1,10.1,0,67,0.7,0.7,7057
17.7369,20.5,13.9,39.7,24.3,11.8,0,67,0.3,0.3,9761
17.7535,26.8,16.2,47.5,12.8,13.9,0,67,0.1,0.1,10948
17.7702,29.5,17.7,54.5,18,17.8,0,66,-0.4,-0.4,13297
17.7869,37.7,24,71.9,31.2,22.1,0,67,-1.2,-1.2,17009
17.8036,48.5,30.4,89.6,18.2,26.4,0,67,-2.2,-2.2,20697
17.8202,57.5,37.2,105.7,33.3,28.5,0,67,-2.9,-2.9,24917
17.8369,60,39.3,115.2,34.3,29.3,0,67,-2.6,-2.6,26586
17.8536,63.5,40,120.8,79.1,30.7,0,66,-2.8,-2.8,29538
17.8702,67.3,44.5,113,34.6,31.6,0,66,-2.6,-2.6,30796
17.8869,69.5,48.1,123.4,61.4,33.3,0,66,-3.5,-3.5,32439
17.9036,72.1,47.6,124.3,68.5,34.7,0.2,67,-3.5,-3.5,32825
17.9202,75.4,51.2,109.8,96.2,35,0.3,67,-4.4,-4.4,34913
17.9369,76.6,50.7,93.1,95.8,34.6,1.4,67,-5,-5,35128
17.9536,73.6,52.8,140.6,49.9,35,1.7,68,-5.6,-5.6,35365
17.9703,72.2,54.1,89.6,40.2,34.4,1.8,68,-5.6,-5.6,33392
17.9869,68.9,56.3,85.3,50.4,32.7,2,68,-5.1,-5.1,32909
18.0036,63.2,57.8,118.5,40.2,32.3,2.2,67,-4.4,-4.4,31252
18.0203,58.2,56.4,83.1,41.3,30.8,0.3,0,-3.5,-3.5,30101
18.0369,52.5,58.7,53.7,38.3,29.5,0,66,-2.7,-2.7,28448
18.0536,47.1,58.1,92.9,111.2,29.5,0,67,-3,-3,27946
18.0703,43.9,62.1,85.8,70.9,29.5,0,67,-3.4,-3.4,27800
18.0869,45.9,63.1,80.6,55.4,29.9,0,67,-3.6,-3.6,29311
18.1036,44.8,61.9,85.8,129.9,29.5,0,67,-3.3,-3.3,30821
18.1203,44.2,61.2,81.6,115.3,29.9,0,67,-2.7,-2.7,32941
18.137,44.7,63.5,83.8,117,28.2,0,68,-2.9,-2.9,33906
18.1536,39.6,61.6,73.4,110.4,27.5,0,68,-2.1,-2.1,34252
18.1703,41.1,59,75.7,110.2,30.1,0,68,-2.8,-2.8,33634
18.187,44.1,63.9,79.7,117.9,40.5,0.3,69,-3.9,-3.9,34843
18.2036,56.2,85.3,107.6,156.9,55.2,2.9,70,-7,-7,39153
18.2203,81.3,114.5,150.5,202.4,63.7,3.2,70,-8.3,-8.3,43295
18.237,93.1,125,177.6,203.4,65,0.2,70,-7.5,-7.5,53369
18.2536,92.7,125.3,177,200.7,63.6,0,70,-5.6,-5.6,60891
18.2703,89.6,123.8,170.6,154.8,60.4,0,71,-4.6,-4.6,69006
18.287,87.4,119.9,164.2,125.3,59.5,0,71,-5.1,-5.1,69363
18.3037,24.9,115.7,167.5,199.8,63.1,0,71,-6.1,-6.1,68394
18.3203,73.3,114.7,165.8,146,71.3,0,71,-6.5,-6.5,65606
18.337,89.4,116.3,167.7,127.9,82.2,0,70,-7.3,-7.3,62780
18.3537,84.8,120.9,177.4,138.9,93.5,0,72,-7.6,-7.6,61347
18.3703,101.8,121.1,174.9,127.4,100,0,72,-7.9,-7.9,64062
18.387,111.9,124.4,174.1,176,100,0,72,-8.3,-8.3,68375
18.4037,64.2,121.4,170.4,123.5,100,0,72,-7.8,-7.8,72687
18.4203,-23,121.8,172.1,139.4,100,0,73,-8.2,-8.2,67991
18.437,21.2,124.2,171.7,181.2,100,0,73,-8.9,-8.9,61735
18.4537,115.1,118.3,172.2,94.6,100,0,73,-9.9,-9.9,57904
18.4704,115.6,116.8,179.7,111.8,100,0,73,-10.3,-10.3,62932
18.487,119.7,117.6,180.4,147.6,100,0,75,-10,-10,67913
18.5037,109.1,120.2,175.7,106.4,100,0,75,-8.8,-8.8,68551
18.5204,66.6,119.3,177.1,150.3,100,0,76,-7.6,-7.6,66587
18.537,51.6,123.2,175.3,178.8,100,0,76,-7.2,-7.2,64465
18.5537,61.4,125,178.8,185.7,100,0,76,-7.7,-7.7,64260
18.5704,84.3,120.1,177.7,134.6,100,0,77,-8.2,-8.2,65269
18.587,68.4,124.7,176.4,175.1,100,0,77,-8.5,-8.5,66483
18.6037,134.6,124.5,175.6,176.7,100,0,77,-9.3,-9.3,69425
18.6204,70.3,127.7,171.7,173.9,100,0,78,-9.3,-9.3,71715
18.6371,116.7,126.3,174.3,178.6,100,0,78,-8.8,-8.8,73980
18.6537,71.7,125,168.4,171.6,100,2.6,78,-7.9,-7.9,74271
18.6704,126.9,129.4,170.4,174.8,100,2.4,80,-7.9,-7.9,74002
18.6871,50.1,121.3,166.2,170.1,100,0.1,80,-8.1,-8.1,73407
18.7037,70.9,127.3,168.1,170.7,100,0,81,-8.1,-8.1,73056
18.7204,111.9,124.2,165.9,170.1,100,0,81,-8.7,-8.7,72721
18.7371,97,119.3,163.1,166.9,100,0,82,-8.3,-8.3,72736
18.7537,108.7,126,164.7,169.2,100,0,82,-8.4,-8.4,74017
18.7704,115.3,116.7,160.4,161,100,0,82,-7.9,-7.9,75519
18.7871,102.2,119.2,159.8,169,100,0,84,-7.6,-7.6,77020
18.8038,34.2,116.8,161.8,152.5,100,0,84,-6.9,-6.9,74560
18.8204,58.5,116.8,161.1,170.2,100,0,84,-8,-8,71865
18.8371,107,120.6,159.8,104.5,100,0,84,-8.9,-8.9,69671
18.8538,108.1,109,160.5,107,100,0,84,-10,-10,71041
18.8704,118.1,118.1,159.4,142.8,100,0,84,-8.5,-8.5,72369
18.8871,90.4,102.6,157.5,154.5,100,0,86,-8,-8,72788
18.9038,108.7,117.8,159.8,135.7,100,0,86,-7.6,-7.6,72339
18.9204,117.1,104.5,158.4,154.8,100,0,86,-8.4,-8.4,73468
18.9371,110.1,109.8,157.6,150.9,100,0,0,-8,-8,75005
18.9538,123.4,107.4,156.9,164.3,100,0,88,-8.4,-8.4,76732
18.9705,107.1,98.8,155.7,141.8,100,0,88,-7.7,-7.7,76922
18.9871,125.4,108.4,157.5,151.1,100,0.1,88,-8.6,-8.6,77203
19.0038,104,99,152.3,160.5,100,0,0,-7.6,-7.6,77074
19.0205,115.9,104.6,152.1,140.5,100,0,88,-7.8,-7.8,76950
19.0371,114.4,104.3,156.6,158.1,100,0,88,-7.6,-7.6,77033
19.0538,105.6,98.2,143,141.4,100,0,88,-7.2,-7.2,77335
19.0705,116.4,108.6,160.2,159.6,100,0,90,-7.5,-7.5,77279
19.0871,98.7,93.4,141.5,137.7,100,0,90,-7.1,-7.1,76926
19.1038,119,107.3,155.1,138.4,100,0,90,-7.7,-7.7,76758
19.1205,101.7,99.2,143.8,160.4,100,0,91,-7.1,-7.1,76750
19.1372,106,96.2,145.6,126.6,100,0,92,-6.7,-6.7,76749
19.1538,112.7,110.9,155,144.6,100,0,92,-6.9,-6.9,76522
19.1705,93.6,87,134.6,133.5,100,0,93,-6.7,-6.7,76488
19.1872,118.4,107,152.5,148.2,100,0,0,-7.4,-7.4,76715
19.2038,95.8,89.8,137.8,135.9,100,0,0,-6.7,-6.7,76984
19.2205,109.8,101.2,144.5,136.6,100,0,0,-7.6,-7.6,76728
19.2372,101.2,96.7,143,136.5,100,0,95,-6.8,-6.8,76203
19.2538,102.9,88.9,134.5,128.1,100,0,95,-6.7,-6.7,76005
19.2705,108.3,111.1,150.3,150.7,100,0.3,95,-6.7,-6.7,76157
19.2872,87.6,90.3,128.4,130.5,100,0,95,-5.8,-5.8,76309
19.3039,110,109.9,147.5,137.1,100,0,96,-7,-7,76147
19.3205,91.9,98.5,131.5,133.3,100,0,97,-6.4,-6.4,76160
19.3372,99.2,99.2,138.3,132,100,0,97,-7.2,-7.2,76410
19.3539,102.2,103.1,142.1,139.9,100,0,97,-7.2,-7.2,76647
19.3705,90.3,88.3,129.4,115.8,100,0,97,-6.3,-6.3,76315
19.3872,108,103.6,144.7,136.2,100,0,98,-6.9,-6.9,75745
19.4039,92.5,84.7,125.6,121.8,100,0,98,-5.5,-5.5,75748
19.4205,116.3,109.5,146.8,126.9,100,0,99,-6.4,-6.4,75926
19.4372,98.1,88.3,124.4,134.8,100,0,99,-5.6,-5.6,76104
19.4539,93.3,98.1,135.3,121.3,100,0,99,-6.2,-6.2,75428
19.4706,107.9,91.4,137.4,134.1,100,0,99,-5.7,-5.7,75146
19.4872,90.8,85.3,127,113.5,100,0.1,99,-6.1,-6.1,74853
19.5039,109.1,109.8,137.8,137.7,100,0.3,0,-6.8,-6.8,74842
19.5206,81.8,81.6,118.9,117.5,100,0,0,-6.2,-6.2,75242
19.5372,103.6,105.8,135.4,126,100,0,0,-7.2,-7.2,75414
19.5539,91.9,85.1,122.8,124.5,100,1.3,0,-5.2,-5.2,75591
19.5706,98.1,95.1,133.1,114,100,1.5,100,-6,-6,75133
19.5873,99.9,88.2,125.2,135.8,100,3.7,102,-5.5,-5.5,74915
19.6039,85.9,81.4,124.9,110,88.4,4.9,102,-5.5,-5.5,74618
19.6206,102.2,98.2,137.2,134.4,39.1,5.8,102,0.3,0.3,74545
19.6373,31.8,41.5,129.7,140.1,1.8,10.3,102,3.4,3.4,75200
19.6539,-28.6,-20.5,-48.8,-107.8,0,24.2,102,6.6,6.6,46826
19.6706,-1.3,-0.3,19.5,-35.7,0,44.1,103,5.2,5.2,18416
19.6873,-52,-46.7,-26.6,-12.1,0,63.4,103,8.9,8.9,-19131
19.7039,-69.1,-73.6,-39.4,-52.3,0,90.6,102,10.3,10.3,-27575
19.7206,-161.6,-154.4,-60.3,-63.1,0,99.6,99,11.4,11.4,-39737
19.7373,-85.3,-150.8,-63.4,-70,0,100,99,10.9,10.9,-43490
19.7539,-152.1,-159,-75.3,-67.1,0,100,98,10.9,10.9,-50964
19.7706,-108,-165.7,-65.4,-68.7,0,100,98,11.5,11.5,-54686
19.7873,-145,-167.1,-70.2,-72.9,0,100,98,11.7,11.7,-58810
19.804,-155.4,-162,-75.5,-71.3,0,100,97,11.9,11.9,-60484
19.8206,-163.6,-169.1,-77.5,-71.6,0,100,95,12.3,12.3,-62157
19.8373,-166.2,-170.8,-69.8,-73.4,0,99.8,95,12.1,12.1,-63386
19.854,-170.2,-169,-73.6,-72.4,0,99.8,0,12.3,12.3,-63345
19.8706,-171.5,-169.6,-72.5,-72.6,0,99.9,93,12.2,12.2,-63128
19.8873,-173.9,-172.3,-74.5,-75.8,0,100,93,13,13,-62952
19.904,-174.3,-174.3,-75.2,-73.8,0,100,93,13.2,13.2,-62680
19.9206,-175.9,-173.6,-75.7,-74.9,0,100,0,13.2,13.2,-62512
19.9373,-180.3,-178,-75.7,-77.1,0,100,90,12.8,12.8,-62351
19.954,-181.1,-179.6,-78.6,-75.5,0,100,90,12.8,12.8,-62244
19.9707,-179.4,-179.5,-77.4,-75.9,0,100,90,13.1,13.1,-62208
19.9873,-183.6,-180.4,-78.6,-76.3,0,100,0,13.1,13.1,-62036
20.004,-185.1,-184.5,-78.3,-77.7,0,100,0,13.2,13.2,-61908
20.0207,-183.8,-187.3,-77.2,-77.8,0,100,0,12.9,12.9,-61782
20.0373,-183.2,-191.7,-78.8,-81.3,0,100,0,13.4,13.4,-61786
20.054,-184,-192.5,-79.5,-83.6,0,100,84,13.6,13.6,-61708
20.0707,-186.1,-196.5,-78.7,-83.8,0,100,84,13.5,13.5,-61552
20.0873,-185.3,-199.6,-80.7,-84,0,100,83,13.3,13.3,-61395
20.104,-185.1,-199.2,-78.9,-85.1,0,100,82,13.2,13.2,-61256
20.1207,-192.6,-202.5,-82.4,-84.4,0,100,82,13.6,13.6,-61191
20.1374,-194,-202.3,-81.7,-85.5,0,100,82,13.3,13.3,-60964
20.154,-200.4,-197.4,-85.2,-85.9,0,100,79,13.6,13.6,-60800
20.1707,-204.2,-204.9,-85.4,-84.6,0,100,79,13.4,13.4,-60586
20.1874,-205,-206.8,-88.5,-87.8,0,100,79,13.4,13.4,-60468
20.204,-207.4,-206.3,-87.8,-87.6,0,100,0,13.7,13.7,-60351
20.2207,-212.1,-209,-90.2,-88.3,0,100,76,13.9,13.9,-60204
20.2374,-215.8,-212.5,-91.6,-89.7,0,100,76,14.6,14.6,-60125
20.254,-214.4,-213,-91.6,-91.5,0,100,76,14.4,14.4,-59812
20.2707,-219,-219,-91.9,-92.6,0,100,72,15,15,-59580
20.2874,-218.9,-216.3,-92.3,-92.7,0,100,73,14.8,14.8,-59461
20.3041,-213.9,-227.6,-95,-95.8,0,100,72,14.8,14.8,-59574
20.3207,-213.2,-228,-92.1,-99.8,0,100,72,14.3,14.3,-59410
20.3374,-215.7,-231.7,-95.2,-103,0,100,71,14.6,14.6,-59131
20.3541,-220.4,-240.9,-97.9,-107,0,100,69,15.1,15.1,-58721
20.3707,-214.5,-248.5,-92.3,-109.6,0,100,68,14.8,14.8,-58474
20.3874,-220.3,-249.1,-95.7,-112.3,0,100,68,14.3,14.3,-58227
20.4041,-217.1,-257.9,-98.6,-113,0,100,67,13.9,13.9,-57656
